product,product_group,facility_type,reporting_month,High_Transmission_Preparation,zone_type,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,stock_status,amc,quantity_approved
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,783.0,233.0,1097.0,147,849.0,0.9,Critical,955.0,1148.0
SP,SP,HEALTH CENTER,August,YES,RURAL,702.0,11.0,296.0,23,3074.0,6.5,Overstock,470.0,98.0
ACT-GC,ACT,HEALTH CENTER,August,YES,URBAN,560.0,203.0,65.0,-32,1090.0,60.6,Overstock,18.0,0.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,370.0,0.0,60.0,-249,414.0,27.6,Overstock,15.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1588.0,562.0,357.0,-403,674.0,2.6,Low,264.0,9.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,1397.0,0.0,299.0,370,303.0,1.0,Critical,317.0,38.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,178.0,930.0,198.0,139,666.0,2.0,Low,326.0,5.0
ART-SUP,ART,HEALTH CENTER,May,YES,URBAN,148.0,0.0,69.0,434,22.0,3.7,Adequate,6.0,2.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,203.0,0.0,37.0,471,138.0,9.2,Overstock,15.0,2207.0
SP,SP,HEALTH CENTER,November,NO,RURAL,3720.0,35.0,676.0,274,1825.0,4.7,Adequate,386.0,1.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,129.0,0.0,128.0,-122,30.0,0.3,Critical,86.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,161.0,30.0,18.0,-479,465.0,66.4,Overstock,7.0,2.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,139.0,0.0,11.0,102,20.0,20.0,Overstock,1.0,9.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,1219.0,0.0,271.0,-54,69.0,0.2,Critical,363.0,509.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,132.0,1.0,45.0,192,225.0,32.1,Overstock,7.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,2129.0,0.0,614.0,-116,2125.0,3.9,Adequate,549.0,528.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,133.0,0.0,73.0,23,79.0,0.5,Critical,155.0,3985.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1055.0,0.0,32.0,549,257.0,3.0,Adequate,87.0,1.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,918.0,0.0,83.0,61,1384.0,230.7,Overstock,6.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,27.0,0.0,8.0,57,19.0,2.1,Low,9.0,198.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1835.0,213.0,456.0,803,4654.0,24.1,Overstock,193.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,538.0,94.0,367.0,416,2515.0,15.5,Overstock,162.0,28.0
ART-INJ,ART,HEALTH CENTER,February,NO,URBAN,1158.0,0.0,94.0,170,809.0,16.5,Overstock,49.0,200.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1672.0,75.0,218.0,-616,374.0,2.8,Low,134.0,47.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,220.0,13.0,78.0,-876,555.0,2.1,Low,265.0,2.0
ART-SUP,ART,HOSPITAL,May,YES,RURAL,109.0,2036.0,563.0,498,757.0,1.5,Low,490.0,770.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,6512.0,70.0,1129.0,369,3322.0,3.6,Adequate,932.0,2846.0
ACT-GC,ACT,HEALTH CENTER,August,YES,URBAN,385.0,1.0,182.0,-611,345.0,4.2,Adequate,82.0,326.0
SP,SP,HEALTH CENTER,February,NO,RURAL,1601.0,0.0,653.0,-372,780.0,2.0,Low,393.0,52.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,540.0,128.0,165.0,215,1087.0,8.2,Overstock,133.0,44.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,1323.0,3783.0,1053.0,256,1394.0,1.4,Low,1013.0,99.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,526.0,4.0,466.0,-15,857.0,2.5,Low,344.0,677.0
ACT-GC,ACT,HOSPITAL,February,NO,RURAL,139.0,4.0,5.0,22,296.0,,Unknown,0.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,2990.0,40.0,550.0,-404,1293.0,1.5,Low,878.0,438.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,1498.0,1.0,45.0,208,191.0,7.6,Overstock,25.0,3.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,1128.0,1.0,66.0,987,513.0,9.5,Overstock,54.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,173.0,241.0,44.0,82,975.0,81.2,Overstock,12.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,1617.0,0.0,344.0,-538,360.0,2.5,Low,145.0,2029.0
ACT-AD,ACT,HOSPITAL,February,NO,URBAN,7.0,135.0,15.0,-72,105.0,52.5,Overstock,2.0,2702.0
SP,SP,HEALTH CENTER,August,YES,RURAL,431.0,76.0,513.0,101,354.0,0.7,Critical,544.0,3139.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1839.0,661.0,375.0,-37,2029.0,2.7,Low,739.0,1625.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,6.0,410.0,6.0,394,29.0,7.2,Overstock,4.0,0.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,39.0,213.0,55.0,1039,39.0,1.9,Low,21.0,1943.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,202.0,57.0,122.0,-249,148.0,0.8,Critical,180.0,2967.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,312.0,157.0,84.0,50,928.0,66.3,Overstock,14.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,3008.0,762.0,692.0,195,5252.0,21.8,Overstock,241.0,405.0
SP,SP,HEALTH CENTER,August,YES,URBAN,2030.0,0.0,478.0,86,1863.0,3.1,Adequate,609.0,609.0
ACT-SC,ACT,HEALTH CENTER,November,NO,URBAN,2270.0,168.0,528.0,-634,2053.0,2.5,Low,818.0,87.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,12.0,17.0,23.0,-203,8.0,2.7,Low,3.0,59.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,480.0,516.0,376.0,-152,102.0,0.6,Critical,182.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,6207.0,133.0,1435.0,-124,4755.0,5.9,Overstock,811.0,216.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,263.0,13.0,672.0,-431,274.0,0.4,Critical,726.0,1443.0
SP,SP,HEALTH CENTER,May,YES,RURAL,1761.0,24.0,420.0,-342,1191.0,3.2,Adequate,369.0,1945.0
ACT-AD,ACT,HOSPITAL,August,YES,URBAN,2793.0,0.0,100.0,-149,673.0,29.3,Overstock,23.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,731.0,0.0,11.0,-575,606.0,606.0,Overstock,1.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,792.0,3.0,346.0,630,497.0,2.0,Low,243.0,52.0
SP,SP,HEALTH CENTER,November,NO,RURAL,724.0,317.0,176.0,-255,1845.0,5.4,Overstock,344.0,5190.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,337.0,969.0,221.0,248,656.0,5.7,Overstock,115.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,199.0,4.0,7.0,645,153.0,25.5,Overstock,6.0,65.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,215.0,0.0,117.0,-477,81.0,0.4,Critical,199.0,6045.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1436.0,0.0,114.0,-198,1809.0,29.2,Overstock,62.0,4.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,26.0,217.0,18.0,-232,12.0,1.2,Low,10.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,520.0,1.0,195.0,-146,246.0,1.0,Critical,242.0,6482.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,1640.0,3.0,198.0,-60,1185.0,5.8,Overstock,203.0,1.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,3880.0,0.0,161.0,-150,1561.0,19.0,Overstock,82.0,432.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,70.0,2.0,104.0,-263,101.0,4.8,Adequate,21.0,0.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,510.0,0.0,267.0,251,301.0,1.7,Low,177.0,1409.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,631.0,1.0,234.0,-1046,473.0,4.5,Adequate,106.0,159.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,346.0,58.0,206.0,650,442.0,1.3,Low,345.0,1.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,1271.0,0.0,516.0,80,995.0,3.1,Adequate,326.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,9921.0,1.0,2498.0,917,7097.0,2.4,Low,2918.0,1723.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,437.0,651.0,176.0,151,1422.0,9.9,Overstock,144.0,487.0
SP,SP,HEALTH CENTER,May,YES,URBAN,2188.0,0.0,804.0,-578,2170.0,1.8,Low,1174.0,5076.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,2179.0,57.0,302.0,-195,642.0,6.2,Overstock,103.0,19.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,895.0,41.0,307.0,604,1730.0,3.6,Adequate,479.0,19.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,142.0,19.0,30.0,302,230.0,230.0,Overstock,1.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1341.0,247.0,272.0,29,541.0,9.5,Overstock,57.0,63.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,2.0,0.0,2.0,-303,2.0,,Unknown,0.0,13.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,1795.0,162.0,1256.0,156,3867.0,5.4,Overstock,719.0,38.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,5438.0,0.0,1726.0,-659,2167.0,1.1,Low,2017.0,11950.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,1754.0,8.0,311.0,-466,1228.0,5.6,Overstock,219.0,279.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,58.0,0.0,12.0,-419,2.0,0.1,Critical,30.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,680.0,117.0,23.0,-117,441.0,147.0,Overstock,3.0,1830.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,32.0,7.0,6.0,-31,12.0,4.0,Adequate,3.0,0.0
SP,SP,HEALTH CENTER,August,YES,URBAN,6.0,1.0,24.0,584,40.0,2.1,Low,19.0,169.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1279.0,17.0,354.0,18,3856.0,15.4,Overstock,251.0,7.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,78.0,47.0,29.0,229,126.0,18.0,Overstock,7.0,436.0
ART-SUP,ART,HEALTH CENTER,November,NO,URBAN,853.0,707.0,133.0,215,210.0,3.8,Adequate,55.0,13.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,891.0,0.0,110.0,621,499.0,13.5,Overstock,37.0,1.0
ITN,PREV,HOSPITAL,August,YES,RURAL,2491.0,311.0,1173.0,167,2447.0,1.3,Low,1868.0,119.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,60.0,13.0,2.0,105,62.0,62.0,Overstock,1.0,2.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,1736.0,0.0,233.0,98,405.0,6.0,Overstock,68.0,2.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,700.0,2.0,423.0,1030,729.0,2.2,Low,324.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,2104.0,188.0,637.0,-500,1716.0,3.0,Adequate,568.0,4.0
ACT-AD,ACT,HOSPITAL,February,NO,RURAL,303.0,0.0,44.0,-538,111.0,0.9,Critical,128.0,4.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1522.0,0.0,174.0,-1200,1047.0,104.7,Overstock,10.0,85.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,2936.0,0.0,708.0,-235,4135.0,13.6,Overstock,303.0,1108.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,537.0,2153.0,300.0,80,1882.0,4.8,Adequate,396.0,29.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1347.0,20.0,298.0,-522,432.0,3.4,Adequate,127.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,4733.0,6.0,590.0,-662,1369.0,6.6,Overstock,208.0,3.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,1736.0,398.0,334.0,32,2055.0,8.0,Overstock,256.0,1.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,276.0,352.0,125.0,-573,1731.0,27.9,Overstock,62.0,0.0
SP,SP,HEALTH CENTER,February,NO,URBAN,333.0,0.0,41.0,-174,228.0,4.3,Adequate,53.0,24.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,135.0,19.0,89.0,204,251.0,14.8,Overstock,17.0,4.0
SP,SP,HEALTH CENTER,November,NO,RURAL,386.0,1.0,90.0,-839,186.0,1.1,Low,166.0,207.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,268.0,802.0,400.0,512,1670.0,8.4,Overstock,200.0,124.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,618.0,0.0,36.0,-298,46.0,3.5,Adequate,13.0,458.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,523.0,621.0,246.0,-122,1278.0,4.0,Adequate,321.0,0.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,3057.0,1357.0,586.0,780,2859.0,7.5,Overstock,383.0,52.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,1192.0,0.0,336.0,35,623.0,1.3,Low,468.0,1.0
ACT-INF,ACT,HOSPITAL,November,NO,URBAN,71.0,0.0,15.0,-510,17.0,3.4,Adequate,5.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,3569.0,957.0,1574.0,970,2493.0,1.1,Low,2222.0,3079.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,60.0,81.0,30.0,-237,66.0,2.1,Low,32.0,280.0
SP,SP,HEALTH CENTER,November,NO,RURAL,1996.0,0.0,434.0,15,742.0,3.2,Adequate,235.0,27.0
QUIN,SP,HOSPITAL,February,NO,URBAN,15.0,0.0,1.0,329,7.0,3.5,Adequate,2.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,1655.0,611.0,795.0,814,5724.0,6.0,Overstock,960.0,1163.0
SP,SP,HEALTH CENTER,February,NO,URBAN,3.0,71.0,8.0,-419,1.0,0.5,Critical,2.0,1.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,0.0,1.0,0.0,18,1.0,,Unknown,0.0,117.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,45.0,1436.0,144.0,-285,179.0,2.7,Low,66.0,90.0
ART-SUP,ART,HEALTH CENTER,May,YES,URBAN,2011.0,49.0,356.0,-193,2348.0,7.5,Overstock,314.0,360.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,104.0,65.0,22.0,425,313.0,9.5,Overstock,33.0,61.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,238.0,10.0,233.0,-315,188.0,1.8,Low,105.0,14.0
ART-SUP,ART,HEALTH CENTER,May,YES,URBAN,2212.0,587.0,196.0,-566,1443.0,6.0,Overstock,239.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,1333.0,367.0,368.0,-643,1274.0,12.7,Overstock,100.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,1238.0,0.0,102.0,-17,683.0,9.5,Overstock,72.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,141.0,294.0,80.0,-130,421.0,11.4,Overstock,37.0,535.0
SP,SP,HEALTH CENTER,November,NO,RURAL,1405.0,10.0,191.0,172,1406.0,9.8,Overstock,144.0,1.0
ACT-SC,ACT,HOSPITAL,February,NO,RURAL,4637.0,85.0,368.0,-484,4450.0,42.8,Overstock,104.0,683.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,1565.0,7.0,532.0,47,1285.0,2.8,Low,456.0,2248.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,1081.0,34.0,839.0,503,1977.0,3.2,Adequate,616.0,80.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,1773.0,0.0,53.0,-895,69.0,13.8,Overstock,5.0,2.0
SP,SP,HEALTH CENTER,August,YES,RURAL,445.0,8.0,212.0,336,556.0,1.5,Low,363.0,15.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,1649.0,0.0,398.0,802,741.0,3.5,Adequate,214.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,203.0,0.0,47.0,418,36.0,4.0,Adequate,9.0,3.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,56.0,0.0,22.0,761,124.0,62.0,Overstock,2.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,3625.0,4.0,775.0,-170,1142.0,2.5,Low,451.0,1.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,3436.0,1.0,636.0,-126,3295.0,5.4,Overstock,612.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,26.0,1.0,33.0,375,86.0,6.1,Overstock,14.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,1774.0,18.0,350.0,-150,1404.0,3.1,Adequate,458.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,217.0,2515.0,496.0,212,621.0,2.0,Low,304.0,1.0
SP,SP,HEALTH CENTER,August,YES,RURAL,83.0,5.0,17.0,657,124.0,124.0,Overstock,1.0,4.0
PYRA-COMP,PYRA,HOSPITAL,August,YES,RURAL,328.0,113.0,59.0,539,544.0,18.8,Overstock,29.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,1374.0,166.0,198.0,75,501.0,1.5,Low,325.0,33.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,994.0,171.0,821.0,-146,1270.0,1.2,Low,1016.0,870.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,251.0,0.0,109.0,-769,152.0,3.3,Adequate,46.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,419.0,15.0,107.0,285,59.0,2.1,Low,28.0,10.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,216.0,0.0,62.0,-183,199.0,3.8,Adequate,53.0,1.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,244.0,0.0,59.0,-628,343.0,28.6,Overstock,12.0,426.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,20.0,183.0,47.0,487,4.0,0.1,Critical,60.0,1371.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,1197.0,0.0,108.0,-125,1010.0,31.6,Overstock,32.0,0.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,383.0,0.0,27.0,565,32.0,32.0,Overstock,1.0,0.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,236.0,475.0,93.0,-224,850.0,14.9,Overstock,57.0,3.0
ART-INJ,ART,HEALTH CENTER,August,YES,RURAL,99.0,495.0,95.0,-480,662.0,3.1,Adequate,215.0,3957.0
SP,SP,HEALTH CENTER,May,YES,RURAL,1291.0,441.0,520.0,267,1514.0,11.4,Overstock,133.0,27.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,108.0,61.0,200.0,33,661.0,5.2,Overstock,128.0,292.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,559.0,0.0,271.0,407,110.0,1.0,Critical,110.0,1328.0
SP,SP,HEALTH CENTER,August,YES,URBAN,275.0,84.0,78.0,19,725.0,2.4,Low,300.0,6.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,715.0,1227.0,59.0,-369,1325.0,36.8,Overstock,36.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,437.0,3.0,90.0,-773,128.0,2.2,Low,59.0,3134.0
SP,SP,HEALTH CENTER,May,YES,URBAN,1366.0,364.0,296.0,-980,918.0,3.0,Adequate,305.0,0.0
PYRA-SAC,PYRA,HOSPITAL,November,NO,URBAN,608.0,38.0,327.0,113,184.0,0.3,Critical,721.0,31.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,149.0,443.0,279.0,58,481.0,4.3,Adequate,113.0,2612.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,929.0,0.0,250.0,-212,121.0,0.2,Critical,615.0,603.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,682.0,2.0,47.0,-150,821.0,11.4,Overstock,72.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,2450.0,85.0,793.0,-302,2116.0,1.9,Low,1093.0,797.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1026.0,14.0,566.0,277,1474.0,2.9,Low,511.0,5697.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,130.0,26.0,43.0,117,157.0,4.5,Adequate,35.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,481.0,0.0,229.0,-20,105.0,1.4,Low,77.0,1972.0
ACT-INF,ACT,HOSPITAL,November,NO,RURAL,2809.0,27.0,1035.0,-116,1004.0,0.5,Critical,1863.0,6599.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,3522.0,1619.0,727.0,-316,2547.0,11.3,Overstock,226.0,2279.0
SP,SP,HEALTH CENTER,May,YES,RURAL,340.0,3.0,36.0,262,415.0,59.3,Overstock,7.0,0.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,137.0,109.0,8.0,-501,363.0,11.3,Overstock,32.0,1.0
ACT-AD,ACT,HOSPITAL,May,YES,URBAN,799.0,0.0,114.0,21,329.0,4.4,Adequate,74.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,1842.0,786.0,612.0,-44,3053.0,11.8,Overstock,259.0,0.0
SP,SP,HEALTH CENTER,May,YES,URBAN,1014.0,266.0,256.0,-524,798.0,2.7,Low,295.0,7.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,61.0,5.0,4.0,-194,43.0,6.1,Overstock,7.0,440.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,493.0,25.0,77.0,-30,616.0,44.0,Overstock,14.0,16.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,2891.0,8.0,191.0,-599,522.0,8.0,Overstock,65.0,486.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,URBAN,1904.0,37.0,225.0,-1031,2749.0,14.5,Overstock,189.0,1.0
ART-INJ,ART,HEALTH CENTER,August,YES,RURAL,1219.0,112.0,465.0,116,3613.0,4.2,Adequate,852.0,465.0
SP,SP,HEALTH CENTER,May,YES,URBAN,2088.0,0.0,328.0,-185,235.0,0.8,Critical,290.0,7882.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,890.0,67.0,242.0,108,1190.0,5.5,Overstock,218.0,0.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,2516.0,279.0,724.0,-11,2186.0,5.3,Overstock,409.0,468.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1637.0,0.0,30.0,-215,717.0,11.2,Overstock,64.0,5.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,816.0,1.0,335.0,480,524.0,6.0,Overstock,88.0,152.0
ITN,PREV,HOSPITAL,November,NO,RURAL,115.0,6.0,16.0,-92,45.0,22.5,Overstock,2.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,1258.0,3.0,200.0,-574,596.0,10.3,Overstock,58.0,4.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,5142.0,95.0,239.0,-105,2158.0,11.6,Overstock,186.0,549.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,310.0,67.0,112.0,-291,5.0,0.0,Stockout,101.0,4530.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,1976.0,572.0,734.0,254,1712.0,1.6,Low,1071.0,507.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,748.0,0.0,69.0,-25,939.0,104.3,Overstock,9.0,1.0
SP,SP,HEALTH CENTER,November,NO,URBAN,2189.0,24.0,1040.0,-470,1026.0,0.7,Critical,1536.0,6428.0
PYRA-COMP,PYRA,HOSPITAL,May,YES,RURAL,77.0,73.0,129.0,-180,50.0,3.8,Adequate,13.0,1316.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,294.0,0.0,29.0,-86,160.0,10.7,Overstock,15.0,0.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,1508.0,290.0,138.0,-849,2126.0,24.4,Overstock,87.0,0.0
ACT-GC,ACT,HOSPITAL,August,YES,RURAL,190.0,6.0,337.0,353,104.0,0.4,Critical,253.0,292.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,1314.0,55.0,214.0,-467,523.0,6.5,Overstock,81.0,19.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,413.0,0.0,7.0,311,397.0,79.4,Overstock,5.0,14.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,7.0,27.0,3.0,-548,7.0,,Unknown,0.0,2.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,2068.0,1.0,525.0,-374,665.0,1.0,Critical,689.0,10233.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,746.0,144.0,757.0,-643,554.0,1.2,Low,477.0,202.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,131.0,0.0,112.0,436,208.0,3.6,Adequate,58.0,3294.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,404.0,22.0,74.0,-220,1280.0,21.0,Overstock,61.0,1110.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,843.0,658.0,219.0,81,985.0,3.8,Adequate,256.0,157.0
ACT-AD,ACT,HEALTH CENTER,August,YES,URBAN,1133.0,0.0,1.0,208,255.0,85.0,Overstock,3.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,51.0,3.0,14.0,570,42.0,,Unknown,0.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,6069.0,297.0,793.0,61,3509.0,3.9,Adequate,911.0,551.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,272.0,171.0,93.0,875,199.0,9.0,Overstock,22.0,4.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,4700.0,223.0,1386.0,-817,7224.0,7.1,Overstock,1024.0,1.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,1986.0,14.0,194.0,116,409.0,1.7,Low,241.0,251.0
