product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit,diff
SP,2025-11-01,HEALTH CENTER,2506.0,0.0,27.0,437.0,,1.0,-326,31.0,1000,DISTRICT9,TABLET,1.0
ART-INJ,2025-05-01,HEALTH CENTER,1614.0,188.0,1662.0,3604.0,,2816.0,928,1301.0,5,DISTRICT12,VIAL,2816.0
ART-SUP,2025-02-01,HEALTH CENTER,1109.0,393.0,327.0,1407.0,,128.0,-35,378.0,2,DISTRICT9,CAPSULE,128.0
SP,2024-05-01,HEALTH CENTER,160.0,0.0,17.0,60.0,,4.0,146,19.0,1000,DISTRICT4,TABLET,4.0
RDT,2025-05-01,HEALTH CENTER,13.0,0.0,4.0,11.0,126.0,0.0,-386,2.0,25,DISTRICT17,PIECE,-126.0
ITN,2024-02-01,HEALTH CENTER,319.0,11.0,30.0,398.0,437.0,0.0,316,28.0,50,DISTRICT12,PIECE,-437.0
PYRA-COMP,2025-11-01,HEALTH CENTER,1284.0,143.0,185.0,517.0,,31.0,-216,109.0,1,DISTRICT15,TABLET,31.0
SP,2025-08-01,HEALTH CENTER,1598.0,0.0,293.0,404.0,452.0,377.0,736,346.0,1000,DISTRICT1,TABLET,-75.0
SP,2025-05-01,HEALTH CENTER,6315.0,133.0,1365.0,3393.0,,103.0,-545,708.0,1000,DISTRICT5,TABLET,103.0
PYRA-COMP,2025-11-01,HEALTH CENTER,60.0,339.0,11.0,669.0,,0.0,-224,21.0,1,DISTRICT26,TABLET,0.0
ART-SUP,2025-05-01,REGIONAL HOSPITAL,266.0,21.0,44.0,463.0,,11.0,-316,54.0,2,DISTRICT36,CAPSULE,11.0
PYRA-SAC,2024-11-01,DISTRICT HOSPITAL,458.0,4.0,28.0,1726.0,306.0,0.0,232,0.0,1,DISTRICT28,SACHET,-306.0
ART-INJ,2024-05-01,HEALTH CENTER,14.0,274.0,12.0,191.0,,0.0,1158,1.0,5,DISTRICT14,VIAL,0.0
ACT-AD,2025-08-01,HEALTH CENTER,29.0,0.0,2.0,12.0,,3.0,-197,2.0,30,DISTRICT25,BLISTER,3.0
PYRA-SAC,2025-02-01,HEALTH CENTER,739.0,1231.0,1300.0,1314.0,,22.0,235,983.0,1,DISTRICT1,SACHET,22.0
PYRA-SAC,2025-05-01,HEALTH CENTER,359.0,0.0,26.0,517.0,416.0,1.0,-278,1.0,1,DISTRICT31,SACHET,-415.0
SP,2024-11-01,HEALTH CENTER,432.0,0.0,225.0,529.0,248.0,0.0,-386,132.0,1000,DISTRICT19,TABLET,-248.0
ART-SUP,2025-11-01,HEALTH CENTER,825.0,829.0,154.0,593.0,,45.0,-240,180.0,2,DISTRICT27,CAPSULE,45.0
ART-SUP,2024-11-01,HEALTH CENTER,795.0,821.0,601.0,2746.0,,0.0,310,254.0,2,DISTRICT6,CAPSULE,0.0
ART-INJ,2024-08-01,HEALTH CENTER,106.0,51.0,7.0,220.0,,0.0,-245,1.0,5,DISTRICT16,VIAL,0.0
ACT-SC,2025-11-01,HEALTH CENTER,717.0,2.0,123.0,118.0,,0.0,-95,112.0,30,DISTRICT9,BLISTER,0.0
QUIN,2025-02-01,HEALTH CENTER,68.0,0.0,6.0,4.0,,25.0,182,0.0,1000,DISTRICT3,TABLET,25.0
PYRA-COMP,2025-05-01,HEALTH CENTER,373.0,1.0,211.0,112.0,455.0,24.0,-309,53.0,1,DISTRICT21,TABLET,-431.0
PYRA-SAC,2025-05-01,HEALTH CENTER,2218.0,754.0,719.0,3743.0,,244.0,-200,452.0,1,DISTRICT9,SACHET,244.0
ART-INJ,2024-02-01,HEALTH CENTER,438.0,56.0,281.0,1509.0,,429.0,-116,694.0,5,DISTRICT13,VIAL,429.0
SP,2025-11-01,HEALTH CENTER,288.0,0.0,19.0,484.0,955.0,17.0,777,154.0,1000,DISTRICT31,TABLET,-938.0
SP,2024-05-01,HEALTH CENTER,2238.0,3.0,648.0,2076.0,414.0,837.0,245,891.0,1000,DISTRICT4,TABLET,423.0
QUIN,2024-11-01,HEALTH CENTER,209.0,59.0,508.0,640.0,,1.0,-135,275.0,1000,DISTRICT26,TABLET,1.0
ACT-AD,2025-08-01,HEALTH CENTER,1082.0,166.0,215.0,2180.0,,2.0,-97,200.0,30,DISTRICT29,BLISTER,2.0
ART-INJ,2024-11-01,HEALTH CENTER,84.0,9.0,11.0,42.0,,241.0,-453,4.0,5,DISTRICT28,VIAL,241.0
ACT-INF,2025-08-01,HEALTH CENTER,3016.0,80.0,856.0,5723.0,,65.0,190,886.0,30,DISTRICT32,BLISTER,65.0
ACT-GC,2024-05-01,HEALTH CENTER,549.0,17.0,349.0,616.0,,181.0,-1054,299.0,30,DISTRICT20,BLISTER,181.0
QUIN,2025-11-01,HEALTH CENTER,2608.0,11.0,375.0,993.0,,190.0,742,192.0,1000,DISTRICT1,TABLET,190.0
ART-SUP,2024-05-01,HEALTH CENTER,313.0,594.0,73.0,943.0,,2784.0,-212,47.0,2,DISTRICT31,CAPSULE,2784.0
ART-SUP,2025-11-01,HEALTH CENTER,143.0,25.0,54.0,338.0,,54.0,-452,43.0,2,DISTRICT6,CAPSULE,54.0
ACT-GC,2024-02-01,HEALTH CENTER,5758.0,113.0,589.0,2986.0,,5087.0,-541,545.0,30,DISTRICT28,BLISTER,5087.0
ART-SUP,2024-02-01,HEALTH CENTER,2229.0,1.0,208.0,1132.0,935.0,10.0,-149,349.0,2,DISTRICT33,CAPSULE,-925.0
QUIN,2024-11-01,HEALTH CENTER,80.0,0.0,7.0,131.0,327.0,0.0,-72,1.0,1000,DISTRICT13,TABLET,-327.0
ITN,2025-11-01,DISTRICT HOSPITAL,2268.0,1.0,363.0,711.0,,54.0,80,443.0,50,DISTRICT9,PIECE,54.0
ITN,2025-11-01,HEALTH CENTER,1428.0,553.0,671.0,2210.0,346.0,2.0,-163,248.0,50,DISTRICT3,PIECE,-344.0
ACT-INF,2025-08-01,HEALTH CENTER,2287.0,0.0,789.0,3585.0,,473.0,-320,633.0,30,DISTRICT19,BLISTER,473.0
RDT,2024-08-01,HEALTH CENTER,102.0,166.0,26.0,157.0,,1.0,-485,23.0,25,DISTRICT27,PIECE,1.0
ACT-SC,2025-11-01,DISTRICT HOSPITAL,231.0,1.0,543.0,127.0,,1829.0,-241,388.0,30,DISTRICT29,BLISTER,1829.0
ACT-SC,2024-08-01,HEALTH CENTER,1887.0,179.0,583.0,1073.0,,4975.0,357,706.0,30,DISTRICT27,BLISTER,4975.0
ACT-INF,2025-08-01,HEALTH CENTER,2162.0,4.0,501.0,1353.0,,1411.0,700,413.0,30,DISTRICT29,BLISTER,1411.0
SP,2024-11-01,HEALTH CENTER,700.0,173.0,225.0,2090.0,,2.0,571,139.0,1000,DISTRICT9,TABLET,2.0
RDT,2024-05-01,HEALTH CENTER,1886.0,1.0,550.0,1332.0,210.0,9.0,83,705.0,25,DISTRICT32,PIECE,-201.0
SP,2025-05-01,HEALTH CENTER,553.0,7.0,186.0,435.0,,0.0,-446,69.0,1000,DISTRICT35,TABLET,0.0
PYRA-SAC,2025-11-01,HEALTH CENTER,762.0,90.0,229.0,769.0,,0.0,673,425.0,1,DISTRICT25,SACHET,0.0
PYRA-SAC,2024-08-01,HEALTH CENTER,251.0,26.0,34.0,293.0,,0.0,138,6.0,1,DISTRICT38,SACHET,0.0
SP,2024-08-01,HEALTH CENTER,370.0,14.0,126.0,1429.0,,4.0,-390,55.0,1000,DISTRICT31,TABLET,4.0
SP,2024-05-01,HEALTH CENTER,1269.0,140.0,245.0,2206.0,,0.0,810,318.0,1000,DISTRICT31,TABLET,0.0
ACT-AD,2025-11-01,HEALTH CENTER,293.0,1.0,154.0,153.0,428.0,335.0,721,98.0,30,DISTRICT37,BLISTER,-93.0
ACT-AD,2024-02-01,HEALTH CENTER,484.0,853.0,787.0,3776.0,,14.0,382,340.0,30,DISTRICT27,BLISTER,14.0
ART-SUP,2025-05-01,HEALTH CENTER,18.0,1.0,16.0,8.0,,0.0,-76,1.0,2,DISTRICT1,CAPSULE,0.0
ART-INJ,2025-11-01,HEALTH CENTER,71.0,0.0,83.0,30.0,,0.0,328,14.0,5,DISTRICT28,VIAL,0.0
ACT-AD,2024-11-01,HEALTH CENTER,257.0,33.0,36.0,342.0,1084.0,1189.0,-489,1.0,30,DISTRICT30,BLISTER,105.0
ART-SUP,2024-08-01,HEALTH CENTER,1182.0,110.0,262.0,943.0,898.0,399.0,6,243.0,2,DISTRICT35,CAPSULE,-499.0
ACT-GC,2024-02-01,HEALTH CENTER,333.0,54.0,755.0,497.0,1209.0,768.0,83,1238.0,30,DISTRICT31,BLISTER,-441.0
ITN,2025-02-01,HEALTH CENTER,85.0,52.0,85.0,980.0,,281.0,-384,101.0,50,DISTRICT35,PIECE,281.0
PYRA-SAC,2024-08-01,HEALTH CENTER,550.0,253.0,391.0,505.0,1170.0,2165.0,-19,113.0,1,DISTRICT18,SACHET,995.0
ACT-GC,2024-02-01,HEALTH CENTER,1037.0,243.0,596.0,1904.0,,306.0,694,286.0,30,DISTRICT20,BLISTER,306.0
SP,2024-05-01,HEALTH CENTER,307.0,2577.0,619.0,767.0,,42.0,-42,600.0,1000,DISTRICT11,TABLET,42.0
QUIN,2024-11-01,HEALTH CENTER,2234.0,54.0,650.0,1921.0,,56.0,-180,412.0,1000,DISTRICT5,TABLET,56.0
ACT-SC,2025-02-01,HEALTH CENTER,1715.0,32.0,266.0,518.0,,65.0,-187,100.0,30,DISTRICT8,BLISTER,65.0
ACT-SC,2025-05-01,HEALTH CENTER,4421.0,36.0,564.0,2689.0,,11.0,103,539.0,30,DISTRICT1,BLISTER,11.0
RDT,2025-05-01,DISTRICT HOSPITAL,92.0,10.0,46.0,217.0,,10.0,388,8.0,25,DISTRICT32,PIECE,10.0
SP,2025-02-01,HEALTH CENTER,1181.0,29.0,326.0,1055.0,,0.0,437,307.0,1000,DISTRICT3,TABLET,0.0
ITN,2025-02-01,HEALTH CENTER,1127.0,0.0,259.0,389.0,1114.0,13.0,-648,477.0,50,DISTRICT9,PIECE,-1101.0
ACT-GC,2025-02-01,DISTRICT HOSPITAL,2594.0,599.0,785.0,2343.0,,3343.0,-392,222.0,30,DISTRICT36,BLISTER,3343.0
PYRA-SAC,2025-05-01,HEALTH CENTER,28.0,104.0,285.0,36.0,,2.0,235,115.0,1,DISTRICT21,SACHET,2.0
SP,2025-08-01,HEALTH CENTER,2722.0,0.0,908.0,704.0,,981.0,-219,289.0,1000,DISTRICT16,TABLET,981.0
ACT-GC,2025-02-01,HEALTH CENTER,103.0,0.0,144.0,200.0,,30.0,154,130.0,30,DISTRICT29,BLISTER,30.0
ACT-GC,2025-05-01,HEALTH CENTER,3078.0,266.0,583.0,3396.0,268.0,21.0,369,319.0,30,DISTRICT37,BLISTER,-247.0
ITN,2025-05-01,HEALTH CENTER,320.0,6.0,136.0,599.0,648.0,2179.0,0,42.0,50,DISTRICT31,PIECE,1531.0
QUIN,2024-11-01,HEALTH CENTER,51.0,4.0,68.0,581.0,,0.0,69,51.0,1000,DISTRICT23,TABLET,0.0
SP,2025-08-01,HEALTH CENTER,105.0,0.0,82.0,426.0,,4.0,89,195.0,1000,DISTRICT28,TABLET,4.0
ITN,2025-02-01,HEALTH CENTER,194.0,196.0,287.0,546.0,,44.0,-116,241.0,50,DISTRICT33,PIECE,44.0
QUIN,2024-11-01,HEALTH CENTER,1180.0,0.0,104.0,450.0,,94.0,275,158.0,1000,DISTRICT36,TABLET,94.0
QUIN,2024-08-01,DISTRICT HOSPITAL,1255.0,1.0,516.0,1588.0,,0.0,-423,540.0,1000,DISTRICT31,TABLET,0.0
ITN,2024-05-01,HEALTH CENTER,644.0,0.0,17.0,103.0,,0.0,-261,11.0,50,DISTRICT10,PIECE,0.0
QUIN,2024-05-01,HEALTH CENTER,1786.0,316.0,466.0,1454.0,,1999.0,446,618.0,1000,DISTRICT14,TABLET,1999.0
PYRA-COMP,2024-08-01,HEALTH CENTER,302.0,260.0,77.0,376.0,,6.0,13,31.0,1,DISTRICT36,TABLET,6.0
ACT-INF,2025-08-01,HEALTH CENTER,518.0,0.0,10.0,1132.0,,0.0,604,24.0,30,DISTRICT23,BLISTER,0.0
PYRA-COMP,2025-05-01,HEALTH CENTER,1358.0,66.0,55.0,1124.0,,14.0,-560,48.0,1,DISTRICT13,TABLET,14.0
PYRA-SAC,2024-11-01,HEALTH CENTER,389.0,105.0,343.0,746.0,,184.0,-137,173.0,1,DISTRICT6,SACHET,184.0
RDT,2024-05-01,HEALTH CENTER,854.0,90.0,123.0,3244.0,546.0,4.0,285,63.0,25,DISTRICT25,PIECE,-542.0
PYRA-SAC,2024-05-01,HEALTH CENTER,870.0,199.0,79.0,387.0,,89.0,-145,66.0,1,DISTRICT21,SACHET,89.0
ACT-SC,2024-02-01,HEALTH CENTER,75.0,0.0,7.0,6.0,877.0,45.0,-144,13.0,30,DISTRICT2,BLISTER,-832.0
ITN,2024-08-01,HEALTH CENTER,2210.0,2.0,355.0,2568.0,,4.0,184,601.0,50,DISTRICT22,PIECE,4.0
SP,2024-08-01,HEALTH CENTER,1893.0,39.0,364.0,3098.0,338.0,4.0,96,364.0,1000,DISTRICT23,TABLET,-334.0
ART-SUP,2025-08-01,HEALTH CENTER,459.0,6.0,58.0,165.0,,0.0,-246,23.0,2,DISTRICT1,CAPSULE,0.0
ACT-AD,2025-08-01,HEALTH CENTER,611.0,3.0,292.0,2077.0,,3.0,-812,226.0,30,DISTRICT22,BLISTER,3.0
ACT-SC,2024-11-01,HEALTH CENTER,1229.0,1.0,413.0,1211.0,,104.0,576,506.0,30,DISTRICT30,BLISTER,104.0
ITN,2024-05-01,HEALTH CENTER,1314.0,121.0,317.0,1220.0,770.0,56.0,-158,517.0,50,DISTRICT35,PIECE,-714.0
SP,2024-08-01,HEALTH CENTER,536.0,0.0,111.0,690.0,,41.0,-737,63.0,1000,DISTRICT21,TABLET,41.0
ART-SUP,2025-02-01,HEALTH CENTER,1589.0,192.0,461.0,1361.0,,819.0,272,33.0,2,DISTRICT26,CAPSULE,819.0
PYRA-SAC,2024-02-01,HEALTH CENTER,1147.0,162.0,153.0,1332.0,,0.0,-6,206.0,1,DISTRICT31,SACHET,0.0
PYRA-COMP,2025-02-01,HEALTH CENTER,2661.0,54.0,1155.0,3085.0,,2877.0,23,594.0,1,DISTRICT31,TABLET,2877.0
ITN,2024-08-01,HEALTH CENTER,4066.0,2241.0,2796.0,3248.0,,4027.0,-356,3505.0,50,DISTRICT36,PIECE,4027.0
ART-SUP,2025-08-01,HEALTH CENTER,68.0,1153.0,162.0,468.0,521.0,50.0,641,43.0,2,DISTRICT28,CAPSULE,-471.0
ACT-GC,2025-11-01,HEALTH CENTER,7834.0,348.0,2190.0,7493.0,,885.0,236,2078.0,30,DISTRICT8,BLISTER,885.0
ART-SUP,2025-11-01,HEALTH CENTER,534.0,39.0,108.0,652.0,,944.0,71,115.0,2,DISTRICT9,CAPSULE,944.0
ART-SUP,2025-11-01,HEALTH CENTER,118.0,209.0,286.0,819.0,,20.0,297,232.0,2,DISTRICT25,CAPSULE,20.0
ACT-GC,2024-02-01,HEALTH CENTER,115.0,261.0,134.0,367.0,222.0,0.0,-327,136.0,30,DISTRICT23,BLISTER,-222.0
ACT-AD,2024-08-01,HEALTH CENTER,699.0,21.0,180.0,398.0,,1.0,639,65.0,30,DISTRICT13,BLISTER,1.0
ART-SUP,2025-05-01,HEALTH CENTER,1197.0,2.0,119.0,22.0,446.0,925.0,-290,123.0,2,DISTRICT11,CAPSULE,479.0
ACT-INF,2025-05-01,HEALTH CENTER,762.0,42.0,766.0,2076.0,,1274.0,468,914.0,30,DISTRICT13,BLISTER,1274.0
ACT-INF,2025-02-01,HEALTH CENTER,1594.0,0.0,257.0,1422.0,,329.0,-192,372.0,30,DISTRICT33,BLISTER,329.0
ART-INJ,2025-08-01,HEALTH CENTER,3658.0,3.0,671.0,2130.0,169.0,2.0,-670,552.0,5,DISTRICT32,VIAL,-167.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1829.0,16.0,373.0,2228.0,,23.0,591,295.0,1,DISTRICT31,TABLET,23.0
RDT,2025-11-01,HEALTH CENTER,591.0,0.0,26.0,440.0,,0.0,658,1.0,25,DISTRICT28,PIECE,0.0
QUIN,2024-02-01,HEALTH CENTER,829.0,0.0,356.0,213.0,,1584.0,-301,275.0,1000,DISTRICT29,TABLET,1584.0
ART-SUP,2024-02-01,HEALTH CENTER,230.0,0.0,75.0,300.0,525.0,110.0,-662,48.0,2,DISTRICT27,CAPSULE,-415.0
ART-INJ,2024-11-01,HEALTH CENTER,76.0,7.0,64.0,197.0,412.0,0.0,400,7.0,5,DISTRICT8,VIAL,-412.0
ITN,2025-08-01,HEALTH CENTER,1138.0,52.0,226.0,432.0,,0.0,-317,103.0,50,DISTRICT3,PIECE,0.0
QUIN,2024-11-01,HEALTH CENTER,4146.0,0.0,337.0,99.0,,48.0,-322,585.0,1000,DISTRICT9,TABLET,48.0
ACT-AD,2024-11-01,HEALTH CENTER,1167.0,111.0,152.0,1116.0,,0.0,-708,18.0,30,DISTRICT31,BLISTER,0.0
RDT,2025-08-01,HEALTH CENTER,506.0,0.0,114.0,76.0,1283.0,67.0,255,105.0,25,DISTRICT19,PIECE,-1216.0
PYRA-COMP,2024-05-01,HEALTH CENTER,96.0,0.0,9.0,206.0,811.0,0.0,-265,1.0,1,DISTRICT24,TABLET,-811.0
ART-INJ,2024-11-01,HEALTH CENTER,59.0,179.0,53.0,342.0,,1.0,392,8.0,5,DISTRICT8,VIAL,1.0
QUIN,2024-11-01,HEALTH CENTER,3910.0,0.0,1123.0,2207.0,381.0,0.0,555,1052.0,1000,DISTRICT29,TABLET,-381.0
ART-SUP,2024-11-01,HEALTH CENTER,2692.0,153.0,635.0,1215.0,,473.0,-254,574.0,2,DISTRICT30,CAPSULE,473.0
ITN,2024-02-01,HEALTH CENTER,2316.0,8.0,121.0,1793.0,,139.0,238,50.0,50,DISTRICT23,PIECE,139.0
ITN,2024-11-01,HEALTH CENTER,750.0,144.0,261.0,2203.0,,0.0,-19,102.0,50,DISTRICT29,PIECE,0.0
ITN,2025-05-01,HEALTH CENTER,3536.0,5.0,626.0,2396.0,,6.0,103,608.0,50,DISTRICT12,PIECE,6.0
ITN,2025-08-01,DISTRICT HOSPITAL,627.0,1.0,93.0,587.0,258.0,0.0,-129,7.0,50,DISTRICT16,PIECE,-258.0
RDT,2024-05-01,HEALTH CENTER,846.0,261.0,524.0,1806.0,1284.0,58.0,-319,317.0,25,DISTRICT8,PIECE,-1226.0
PYRA-COMP,2025-08-01,HEALTH CENTER,155.0,1.0,56.0,87.0,549.0,0.0,-125,81.0,1,DISTRICT33,TABLET,-549.0
PYRA-SAC,2025-08-01,HEALTH CENTER,141.0,0.0,161.0,8.0,,3.0,269,45.0,1,DISTRICT20,SACHET,3.0
ACT-GC,2025-02-01,HEALTH CENTER,1292.0,12.0,472.0,2399.0,322.0,0.0,-584,367.0,30,DISTRICT6,BLISTER,-322.0
PYRA-SAC,2025-02-01,HEALTH CENTER,2306.0,381.0,637.0,1669.0,,929.0,-659,627.0,1,DISTRICT2,SACHET,929.0
PYRA-SAC,2024-05-01,HEALTH CENTER,2289.0,1.0,200.0,626.0,,333.0,463,128.0,1,DISTRICT3,SACHET,333.0
PYRA-SAC,2024-05-01,HEALTH CENTER,211.0,0.0,31.0,45.0,1080.0,1337.0,-337,25.0,1,DISTRICT20,SACHET,257.0
ACT-GC,2024-02-01,HEALTH CENTER,872.0,197.0,99.0,541.0,,910.0,-196,116.0,30,DISTRICT11,BLISTER,910.0
ACT-AD,2024-08-01,HEALTH CENTER,37.0,88.0,57.0,259.0,,2.0,356,41.0,30,DISTRICT19,BLISTER,2.0
ACT-AD,2024-08-01,HEALTH CENTER,2555.0,375.0,868.0,5270.0,,19.0,256,585.0,30,DISTRICT17,BLISTER,19.0
ACT-INF,2025-05-01,HEALTH CENTER,355.0,0.0,169.0,1435.0,,6.0,-960,134.0,30,DISTRICT32,BLISTER,6.0
ACT-AD,2025-11-01,DISTRICT HOSPITAL,501.0,24.0,261.0,164.0,1042.0,3.0,811,125.0,30,DISTRICT32,BLISTER,-1039.0
ITN,2024-02-01,HEALTH CENTER,1539.0,0.0,487.0,629.0,,2041.0,-709,310.0,50,DISTRICT27,PIECE,2041.0
RDT,2025-02-01,HEALTH CENTER,4.0,40.0,13.0,41.0,,55.0,-751,2.0,25,DISTRICT37,PIECE,55.0
QUIN,2025-08-01,HEALTH CENTER,1054.0,2.0,94.0,761.0,,2.0,703,74.0,1000,DISTRICT16,TABLET,2.0
ACT-INF,2024-11-01,HEALTH CENTER,511.0,54.0,133.0,732.0,153.0,0.0,400,63.0,30,DISTRICT10,BLISTER,-153.0
ITN,2024-08-01,HEALTH CENTER,282.0,0.0,11.0,142.0,,0.0,-812,1.0,50,DISTRICT9,PIECE,0.0
ART-INJ,2025-11-01,HEALTH CENTER,1522.0,28.0,436.0,1690.0,,1.0,-366,225.0,5,DISTRICT30,VIAL,1.0
ART-INJ,2025-02-01,HEALTH CENTER,1534.0,0.0,306.0,1582.0,752.0,4767.0,-189,246.0,5,DISTRICT36,VIAL,4015.0
ACT-SC,2025-08-01,HEALTH CENTER,1238.0,0.0,314.0,4487.0,,0.0,-440,89.0,30,DISTRICT31,BLISTER,0.0
SP,2025-08-01,HEALTH CENTER,3507.0,203.0,1201.0,3684.0,2016.0,4415.0,-56,1675.0,1000,DISTRICT16,TABLET,2399.0
QUIN,2024-05-01,HEALTH CENTER,275.0,3.0,201.0,752.0,466.0,6679.0,305,334.0,1000,DISTRICT16,TABLET,6213.0
SP,2024-05-01,HEALTH CENTER,767.0,0.0,40.0,332.0,,3.0,-244,12.0,1000,DISTRICT28,TABLET,3.0
ACT-SC,2024-08-01,HEALTH CENTER,255.0,48.0,114.0,339.0,,6.0,-849,98.0,30,DISTRICT38,BLISTER,6.0
ACT-AD,2025-11-01,HEALTH CENTER,24.0,41.0,109.0,665.0,,5550.0,9,124.0,30,DISTRICT4,BLISTER,5550.0
RDT,2024-08-01,HEALTH CENTER,194.0,1.0,26.0,129.0,,0.0,-174,13.0,25,DISTRICT23,PIECE,0.0
PYRA-COMP,2024-11-01,HEALTH CENTER,4.0,40.0,13.0,57.0,,0.0,239,12.0,1,DISTRICT29,TABLET,0.0
ART-SUP,2024-05-01,HEALTH CENTER,131.0,65.0,77.0,217.0,,33.0,839,16.0,2,DISTRICT13,CAPSULE,33.0
ACT-AD,2024-08-01,HEALTH CENTER,1511.0,86.0,271.0,311.0,,521.0,1095,54.0,30,DISTRICT30,BLISTER,521.0
QUIN,2025-02-01,HEALTH CENTER,803.0,356.0,130.0,1266.0,,1.0,-109,72.0,1000,DISTRICT18,TABLET,1.0
ACT-INF,2024-08-01,HEALTH CENTER,2520.0,990.0,507.0,4365.0,,69.0,384,281.0,30,DISTRICT2,BLISTER,69.0
ACT-GC,2024-05-01,HEALTH CENTER,1768.0,1.0,620.0,2435.0,,116.0,-114,593.0,30,DISTRICT21,BLISTER,116.0
ACT-INF,2025-02-01,HEALTH CENTER,1065.0,36.0,128.0,781.0,934.0,0.0,2,73.0,30,DISTRICT25,BLISTER,-934.0
PYRA-SAC,2025-11-01,HEALTH CENTER,6.0,1.0,0.0,9.0,,0.0,-304,1.0,1,DISTRICT15,SACHET,0.0
ACT-INF,2025-05-01,HEALTH CENTER,1157.0,0.0,636.0,1121.0,,2569.0,100,215.0,30,DISTRICT23,BLISTER,2569.0
ACT-AD,2025-02-01,HEALTH CENTER,1108.0,298.0,267.0,1297.0,,293.0,177,181.0,30,DISTRICT36,BLISTER,293.0
ACT-INF,2025-08-01,HEALTH CENTER,305.0,0.0,51.0,175.0,,3.0,-114,25.0,30,DISTRICT32,BLISTER,3.0
RDT,2025-11-01,HEALTH CENTER,226.0,0.0,374.0,295.0,,252.0,426,264.0,25,DISTRICT21,PIECE,252.0
QUIN,2025-02-01,HEALTH CENTER,6302.0,38.0,1239.0,2108.0,,2268.0,39,1026.0,1000,DISTRICT19,TABLET,2268.0
ACT-SC,2024-11-01,NATIONAL HOSPITAL,901.0,149.0,149.0,1301.0,,56.0,160,44.0,30,DISTRICT32,BLISTER,56.0
PYRA-COMP,2024-11-01,HEALTH CENTER,857.0,0.0,177.0,673.0,,3.0,-3,126.0,1,DISTRICT4,TABLET,3.0
ACT-INF,2024-08-01,HEALTH CENTER,83.0,0.0,14.0,13.0,,0.0,230,2.0,30,DISTRICT38,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,1864.0,102.0,610.0,623.0,718.0,721.0,-110,483.0,30,DISTRICT11,BLISTER,3.0
ACT-AD,2025-02-01,HEALTH CENTER,968.0,1495.0,286.0,3076.0,,0.0,904,189.0,30,DISTRICT29,BLISTER,0.0
PYRA-COMP,2025-11-01,HEALTH CENTER,30.0,0.0,61.0,3.0,,939.0,694,11.0,1,DISTRICT5,TABLET,939.0
ART-SUP,2025-08-01,HEALTH CENTER,141.0,135.0,3.0,169.0,803.0,6.0,376,6.0,2,DISTRICT25,CAPSULE,-797.0
ITN,2025-08-01,REGIONAL HOSPITAL,38.0,5.0,11.0,7.0,,141.0,-1160,39.0,50,DISTRICT9,PIECE,141.0
PYRA-COMP,2024-02-01,HEALTH CENTER,167.0,23.0,98.0,169.0,776.0,790.0,532,112.0,1,DISTRICT28,TABLET,14.0
ACT-INF,2025-11-01,HEALTH CENTER,471.0,5.0,287.0,1459.0,686.0,2734.0,356,317.0,30,DISTRICT19,BLISTER,2048.0
ACT-SC,2024-08-01,HEALTH CENTER,939.0,6.0,290.0,1532.0,,2.0,656,389.0,30,DISTRICT21,BLISTER,2.0
PYRA-SAC,2025-11-01,HEALTH CENTER,101.0,54.0,42.0,389.0,161.0,13.0,109,18.0,1,DISTRICT16,SACHET,-148.0
ART-INJ,2024-11-01,HEALTH CENTER,527.0,0.0,102.0,34.0,394.0,3415.0,53,113.0,5,DISTRICT23,VIAL,3021.0
ART-INJ,2025-08-01,HEALTH CENTER,700.0,27.0,59.0,265.0,333.0,0.0,326,23.0,5,DISTRICT22,VIAL,-333.0
ACT-SC,2024-05-01,HEALTH CENTER,16.0,0.0,3.0,55.0,,30.0,-295,0.0,30,DISTRICT20,BLISTER,30.0
SP,2024-11-01,HEALTH CENTER,744.0,0.0,45.0,348.0,,3.0,-629,77.0,1000,DISTRICT9,TABLET,3.0
ITN,2025-11-01,HEALTH CENTER,193.0,0.0,10.0,127.0,,91.0,-385,10.0,50,DISTRICT9,PIECE,91.0
QUIN,2024-11-01,HEALTH CENTER,224.0,12.0,120.0,107.0,,12.0,-97,41.0,1000,DISTRICT1,TABLET,12.0
RDT,2025-02-01,HEALTH CENTER,1408.0,719.0,406.0,1111.0,251.0,156.0,-65,482.0,25,DISTRICT13,PIECE,-95.0
ART-SUP,2024-05-01,HEALTH CENTER,988.0,35.0,61.0,1489.0,,0.0,346,37.0,2,DISTRICT21,CAPSULE,0.0
PYRA-COMP,2024-11-01,HEALTH CENTER,2959.0,1044.0,973.0,2228.0,,736.0,7,562.0,1,DISTRICT9,TABLET,736.0
PYRA-COMP,2024-08-01,HEALTH CENTER,2007.0,60.0,607.0,3978.0,,187.0,62,921.0,1,DISTRICT3,TABLET,187.0
ART-INJ,2025-05-01,DISTRICT HOSPITAL,2071.0,0.0,292.0,2107.0,988.0,372.0,-174,267.0,5,DISTRICT32,VIAL,-616.0
ART-INJ,2025-02-01,HEALTH CENTER,993.0,250.0,541.0,2098.0,2340.0,2346.0,-633,346.0,5,DISTRICT24,VIAL,6.0
