,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
5408,3472.0,328.0,1030.0,366,3592.0,5.8,615.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6265,2334.0,42.0,184.0,-451,836.0,7.3,115.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8350,1372.0,16.0,163.0,-151,392.0,4.7,84.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3924,144.0,7.0,15.0,1088,598.0,59.8,10.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4788,2.0,7.0,5.0,-501,18.0,1.5,12.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1238,1225.0,0.0,90.0,-919,436.0,19.8,22.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2884,50.0,0.0,5.0,-33,11.0,1.6,7.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
6409,1795.0,162.0,1256.0,156,3867.0,5.4,719.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4519,69.0,7.0,9.0,94,210.0,35.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3374,2549.0,2.0,771.0,1,2062.0,3.7,564.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5885,22.0,5.0,27.0,275,150.0,5.8,26.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5965,3627.0,488.0,1171.0,-226,3836.0,5.8,658.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6277,466.0,0.0,75.0,-561,463.0,6.0,77.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1572,875.0,0.0,115.0,31,367.0,3.7,98.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7517,303.0,659.0,245.0,-872,289.0,2.9,100.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
758,5499.0,2683.0,1967.0,315,9004.0,8.6,1043.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8278,3468.0,2269.0,1385.0,-58,5149.0,4.5,1139.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2607,153.0,0.0,47.0,-30,718.0,26.6,27.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4591,846.0,1.0,89.0,-565,291.0,4.7,62.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2690,1460.0,963.0,185.0,541,3064.0,71.3,43.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8544,45.0,18.0,26.0,378,6.0,0.6,10.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
5442,2885.0,152.0,613.0,-420,1916.0,2.7,697.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4232,2298.0,0.0,162.0,-201,404.0,25.2,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4221,239.0,0.0,43.0,-990,342.0,10.4,33.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
912,668.0,0.0,99.0,7,102.0,2.8,36.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
7360,232.0,95.0,217.0,301,648.0,4.1,157.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
510,2816.0,1350.0,1241.0,-100,2978.0,2.1,1436.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
601,3133.0,35.0,252.0,-211,3271.0,10.7,306.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8593,151.0,4.0,69.0,430,43.0,0.5,87.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4352,1160.0,0.0,239.0,-193,660.0,2.7,249.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7919,1914.0,9.0,313.0,126,586.0,6.2,94.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
6803,3298.0,57.0,536.0,-138,1724.0,6.0,286.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5476,3688.0,2416.0,583.0,29,3614.0,5.0,725.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6981,1740.0,1.0,239.0,537,872.0,6.3,139.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1171,56.0,0.0,77.0,105,25.0,1.0,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
222,63.0,51.0,90.0,57,16.0,0.2,66.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5306,1.0,894.0,75.0,400,160.0,2.7,60.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1097,87.0,0.0,19.0,405,17.0,1.7,10.0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
3411,186.0,1.0,43.0,-620,553.0,553.0,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4324,360.0,34.0,137.0,836,581.0,2.1,280.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8135,3007.0,24.0,957.0,29,1967.0,2.3,864.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3940,5207.0,636.0,927.0,-49,3611.0,6.7,539.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5601,4860.0,2708.0,1478.0,113,5094.0,5.3,963.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
8542,4294.0,11.0,392.0,61,3918.0,10.3,381.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5313,1305.0,63.0,563.0,483,1890.0,4.9,389.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1035,228.0,1.0,92.0,-193,383.0,3.4,112.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4501,2177.0,15.0,528.0,555,3805.0,19.6,194.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5895,1301.0,0.0,399.0,70,1051.0,3.9,267.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4191,1080.0,2.0,390.0,136,807.0,11.5,70.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2244,643.0,4.0,332.0,-429,1739.0,5.1,343.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5798,144.0,1013.0,91.0,-14,59.0,2.6,23.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4201,1165.0,8.0,261.0,148,974.0,15.2,64.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
4114,1148.0,94.0,112.0,272,908.0,18.5,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6226,3556.0,1832.0,837.0,120,4963.0,18.2,272.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,2178.0,1.0,367.0,453,770.0,2.8,272.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7619,108.0,9.0,60.0,-296,522.0,87.0,6.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2095,1876.0,45.0,277.0,108,1708.0,7.3,235.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
7047,13.0,0.0,4.0,-386,11.0,5.5,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7178,37.0,88.0,57.0,356,259.0,6.3,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3505,1353.0,0.0,441.0,-90,465.0,1.0,447.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2137,1024.0,2742.0,419.0,204,4000.0,13.1,305.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1693,40.0,64.0,58.0,475,623.0,4.6,136.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5922,4861.0,47.0,887.0,65,1592.0,3.3,488.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5914,20.0,12.0,1.0,332,118.0,118.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
5358,533.0,0.0,40.0,410,574.0,47.8,12.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1350,363.0,74.0,116.0,813,209.0,10.4,20.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7009,434.0,2447.0,415.0,284,1265.0,4.8,261.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8104,859.0,1057.0,257.0,270,1175.0,7.2,164.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1854,2585.0,1633.0,346.0,645,1656.0,11.5,144.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2514,313.0,242.0,87.0,-533,584.0,6.3,93.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1717,675.0,11.0,399.0,-595,1997.0,8.4,237.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3264,4.0,0.0,5.0,-215,18.0,9.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4281,0.0,2.0,2.0,-123,4.0,0.6,7.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
8407,9043.0,192.0,2160.0,-291,6760.0,3.2,2117.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1160,192.0,139.0,4.0,304,760.0,63.3,12.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6188,551.0,1461.0,350.0,30,2004.0,10.1,198.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
461,5037.0,95.0,856.0,-887,2940.0,4.4,664.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3857,101.0,243.0,35.0,848,380.0,29.2,13.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
8425,767.0,24.0,428.0,-145,775.0,2.7,291.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4723,1078.0,0.0,258.0,-66,414.0,1.8,232.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
2596,1537.0,0.0,98.0,-117,1431.0,37.7,38.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
8733,94.0,0.0,15.0,-765,21.0,5.2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3153,1099.0,28.0,242.0,701,523.0,0.7,704.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
6491,608.0,38.0,327.0,113,184.0,0.3,721.0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
1745,391.0,170.0,118.0,440,322.0,1.0,330.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6634,1474.0,0.0,6.0,-106,308.0,38.5,8.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
6113,745.0,18.0,241.0,165,308.0,1.1,282.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2899,960.0,219.0,257.0,178,362.0,1.9,188.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3329,740.0,0.0,236.0,-168,460.0,4.7,98.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6255,186.0,9.0,23.0,-578,26.0,1.3,20.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
7501,0.0,508.0,29.0,-223,45.0,1.8,25.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2674,1378.0,0.0,38.0,-427,204.0,5.8,35.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
253,999.0,488.0,850.0,-260,1993.0,1.9,1034.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6005,506.0,0.0,17.0,-467,142.0,4.7,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4657,449.0,1.0,65.0,-247,76.0,5.8,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6341,129.0,0.0,128.0,-122,30.0,0.3,86.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
6293,1143.0,0.0,61.0,727,604.0,10.2,59.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3674,600.0,281.0,276.0,-426,450.0,25.0,18.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
8111,223.0,4.0,49.0,24,814.0,18.1,45.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6611,157.0,224.0,243.0,-250,301.0,1.2,260.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
7072,84.0,9.0,11.0,-453,42.0,10.5,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2790,1779.0,6.0,453.0,-280,989.0,2.0,506.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3681,390.0,673.0,438.0,347,417.0,2.1,198.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
4708,5092.0,144.0,1148.0,554,2277.0,4.5,502.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5515,251.0,249.0,124.0,675,327.0,0.5,625.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1722,196.0,128.0,184.0,124,711.0,6.4,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4880,142.0,0.0,49.0,210,126.0,2.4,53.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2421,121.0,1.0,456.0,-185,115.0,0.5,228.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
4731,160.0,227.0,15.0,577,403.0,28.8,14.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5930,542.0,4.0,153.0,-235,367.0,3.6,102.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7152,3658.0,3.0,671.0,-670,2130.0,3.9,552.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1338,34.0,2.0,30.0,-308,43.0,8.6,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8449,152.0,0.0,89.0,-410,26.0,0.7,38.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1738,1897.0,46.0,257.0,-396,1873.0,3.6,520.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5701,133.0,710.0,273.0,1,1457.0,29.7,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2440,18.0,13.0,61.0,-56,426.0,9.7,44.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6091,312.0,1.0,122.0,81,442.0,9.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4143,8.0,0.0,39.0,895,27.0,0.4,67.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
7253,2503.0,92.0,643.0,-394,2134.0,10.6,201.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7142,4066.0,2241.0,2796.0,-356,3248.0,0.9,3505.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6139,1081.0,19.0,187.0,-163,1759.0,10.3,170.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
632,67.0,91.0,175.0,-86,444.0,7.8,57.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1453,635.0,533.0,345.0,86,1327.0,4.4,301.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2567,18.0,0.0,38.0,375,22.0,0.5,47.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3348,683.0,1.0,239.0,122,269.0,1.8,151.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
388,119.0,0.0,127.0,-643,30.0,0.2,149.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7976,331.0,780.0,33.0,343,335.0,41.9,8.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3168,1026.0,3086.0,1052.0,201,2839.0,3.3,864.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
8265,3.0,0.0,6.0,388,71.0,17.8,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3894,1613.0,0.0,373.0,58,548.0,1.8,305.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
8023,3922.0,0.0,2278.0,487,5284.0,2.5,2086.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6433,333.0,0.0,41.0,-174,228.0,4.3,53.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8360,257.0,2.0,137.0,-343,274.0,2.6,105.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4930,656.0,1354.0,455.0,93,1742.0,4.5,389.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,10429.0,46.0,1767.0,233,8818.0,4.2,2101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1389,4522.0,997.0,946.0,147,5831.0,9.1,642.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7058,359.0,0.0,26.0,-278,517.0,517.0,1.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
7433,1736.0,2872.0,1175.0,-411,5022.0,11.6,432.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2409,1187.0,1.0,334.0,141,354.0,2.0,175.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7329,8386.0,615.0,2271.0,-240,6694.0,3.8,1780.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1257,311.0,2.0,17.0,-225,706.0,100.9,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1848,19.0,2546.0,7.0,-255,682.0,682.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1551,508.0,2415.0,176.0,-513,1469.0,16.7,88.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7454,36.0,43.0,114.0,817,84.0,0.5,157.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2482,495.0,23.0,263.0,328,297.0,4.8,62.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5223,1236.0,2.0,392.0,151,1133.0,3.3,347.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2179,757.0,0.0,128.0,903,1156.0,17.5,66.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6031,310.0,124.0,86.0,-534,774.0,36.9,21.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4804,3157.0,66.0,1263.0,219,3045.0,5.4,568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4359,237.0,74.0,539.0,326,390.0,2.6,149.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5931,151.0,0.0,13.0,-430,64.0,2.1,30.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
527,5231.0,0.0,509.0,-923,2607.0,25.1,104.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1673,498.0,1.0,105.0,114,330.0,3.8,86.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6304,4882.0,0.0,618.0,-168,1107.0,3.1,357.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1684,765.0,1976.0,558.0,-411,853.0,2.5,341.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2126,1594.0,1.0,152.0,-222,1587.0,18.9,84.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6402,437.0,651.0,176.0,151,1422.0,9.9,144.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3274,402.0,76.0,95.0,62,1971.0,82.1,24.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6601,1089.0,155.0,406.0,29,3055.0,24.1,127.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3493,579.0,414.0,95.0,125,1118.0,372.7,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6021,1475.0,0.0,152.0,-202,732.0,20.9,35.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5907,735.0,1.0,164.0,-571,224.0,28.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8048,2057.0,101.0,220.0,-293,1051.0,11.7,90.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
82,1243.0,159.0,656.0,492,610.0,2.3,264.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
7652,604.0,0.0,38.0,-392,1764.0,196.0,9.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2404,68.0,0.0,2.0,-224,22.0,4.4,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6305,2864.0,26.0,392.0,-155,737.0,4.5,165.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7822,3279.0,0.0,653.0,427,1718.0,6.1,282.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2975,1069.0,224.0,927.0,581,1764.0,5.1,349.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
4567,3992.0,34.0,534.0,-349,2008.0,2.4,844.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7805,1943.0,205.0,156.0,-354,703.0,8.4,84.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5596,230.0,79.0,122.0,-780,29.0,0.9,31.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3521,43.0,0.0,4.0,180,61.0,20.3,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8545,3013.0,516.0,441.0,-233,960.0,1.3,746.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
939,2142.0,4.0,757.0,-137,3053.0,3.9,790.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3604,166.0,0.0,18.0,-50,70.0,35.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
719,584.0,0.0,63.0,-209,360.0,24.0,15.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2477,2.0,0.0,34.0,684,12.0,6.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4726,164.0,9.0,60.0,58,587.0,17.8,33.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5301,187.0,91.0,146.0,37,120.0,0.6,205.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
378,4144.0,0.0,671.0,117,1989.0,2.2,911.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7863,1378.0,0.0,237.0,-284,776.0,2.3,331.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1918,85.0,1264.0,88.0,507,634.0,7.6,83.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1191,1324.0,0.0,459.0,25,953.0,3.8,249.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5635,19.0,36.0,46.0,1012,6.0,0.6,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1406,232.0,0.0,110.0,-307,264.0,2.4,108.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8381,1800.0,109.0,356.0,77,2587.0,10.5,247.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
3950,664.0,84.0,199.0,-188,343.0,2.8,121.0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
6379,12.0,17.0,23.0,-203,8.0,2.7,3.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3251,1712.0,152.0,533.0,-457,2804.0,20.5,137.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8246,286.0,19.0,106.0,462,512.0,5.6,91.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8716,1182.0,1.0,435.0,716,2272.0,5.2,435.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5822,788.0,5.0,597.0,668,1478.0,3.9,382.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5316,1118.0,2.0,121.0,-712,274.0,0.9,308.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2831,56.0,5.0,109.0,-583,264.0,37.7,7.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
8754,191.0,4.0,27.0,-525,449.0,149.7,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2967,152.0,0.0,68.0,791,847.0,40.3,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8524,543.0,73.0,267.0,-306,988.0,6.8,145.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88,8.0,0.0,19.0,803,145.0,36.2,4.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
83,2029.0,233.0,285.0,773,2351.0,6.4,370.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7478,1623.0,356.0,149.0,-229,1492.0,8.2,182.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
684,974.0,99.0,210.0,-114,1327.0,23.7,56.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5735,252.0,0.0,27.0,-131,597.0,4.6,130.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
338,70.0,16.0,97.0,214,86.0,0.6,148.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
5194,525.0,663.0,376.0,28,851.0,1.7,513.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1490,175.0,57.0,7.0,-498,83.0,8.3,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8165,2985.0,317.0,960.0,523,1367.0,0.9,1439.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8372,70.0,70.0,90.0,75,88.0,2.1,42.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1167,749.0,1960.0,340.0,126,4114.0,8.0,513.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2340,3462.0,992.0,930.0,351,4956.0,3.8,1295.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2465,9.0,16.0,2.0,-253,15.0,15.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
832,1470.0,8.0,320.0,157,596.0,4.9,121.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1564,18.0,0.0,27.0,-414,171.0,4.0,43.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7591,750.0,1524.0,208.0,768,2427.0,19.3,126.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3213,507.0,0.0,59.0,-247,148.0,8.7,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2687,1426.0,177.0,351.0,405,1780.0,4.4,402.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2669,776.0,0.0,147.0,-194,52.0,5.8,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3448,1474.0,125.0,280.0,-131,543.0,5.7,95.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
678,195.0,85.0,52.0,483,866.0,37.7,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3177,4979.0,899.0,1048.0,-149,3841.0,3.1,1229.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6228,773.0,67.0,465.0,-333,447.0,1.6,276.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5738,368.0,167.0,39.0,-67,826.0,19.2,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8646,6.0,437.0,14.0,315,182.0,10.1,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
882,2044.0,146.0,519.0,-49,1585.0,4.8,328.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6107,1721.0,127.0,627.0,113,1056.0,1.0,1068.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1429,1498.0,0.0,886.0,-37,1374.0,1.1,1263.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8194,13.0,0.0,74.0,-262,12.0,0.3,46.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
7748,603.0,0.0,116.0,-320,285.0,2.5,115.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
